URL,url_length,num_digits,num_special_chars,num_subdomains,uses_https,has_phishing_keyword,has_risky_tld,typo_suspected,has_iframe,has_mouseover_script,redirect_count,domain_age_days,page_rank,has_ssl_certificate,dns_record_present,whois_update_days,hosting_country,ip_location_risk,click_rate,bounce_rate,avg_time_on_page,is_phishing
https://appl3.tk/verify/update/dashboard/home/index,51,1,7,0,1,1,0,1,1,1,0,57,0.3,1,1,15,DE,1,0.17,0.61,41,1
http://awss.aqsywa.wwov.micros0ft.org/update/secure/dashboard/home/index,72,1,7,3,0,1,0,1,1,0,1,36,0.05,0,1,231,FR,0,0.3,0.81,51,1
https://g00gle.tk/dashboard/home/index,38,2,5,0,1,0,0,1,1,1,2,121,0.05,0,1,269,BR,1,0.29,0.7,29,1
http://zeix.eyxq.hyvf.xivsiadmic.ml/account/dashboard/home/index,64,0,6,3,0,1,0,0,0,1,2,27,0.15,0,1,13,US,0,0.24,0.8,30,1
https://risn.uqf.wayjalqbz.tk/dashboard/home/index,50,0,5,2,1,0,0,0,1,0,0,21,0.17,0,0,25,IN,1,0.25,0.72,29,0
http://rupxrg.rpenpf.pacyesnask.net/account/secure/dashboard/home/index,71,0,7,2,0,1,0,0,1,1,4,13,0.22,1,0,33,IN,0,0.33,0.7,37,1
https://qhteo.amaz0n.edu/update/login/dashboard/home/index,58,1,7,1,1,1,0,1,1,0,0,279,0.12,1,0,172,RU,1,0.32,0.65,42,1
https://kvd.elegqaka.ml/dashboard/home/index,44,0,5,1,1,0,0,0,1,1,1,206,0.08,0,1,16,IN,1,0.18,0.81,31,1
http://vhybow.smnesr.krqcxmvf.net/dashboard/home/index,54,0,5,2,0,0,0,0,1,0,1,147,0.07,0,1,6,BR,1,0.07,0.55,29,1
https://amaz0n.com/secure/update/dashboard/home/index,53,1,7,0,1,1,0,1,1,0,0,31,0.19,0,0,223,CN,0,0.17,0.6,62,1
https://whsx.appl3.ml/update/verify/dashboard/home/index,56,1,7,1,1,1,0,1,1,0,0,62,0.49,1,1,518,IN,1,0.19,0.61,52,1
https://qdmix.faceb00k.gq/dashboard/home/index,46,2,5,1,1,0,0,1,1,0,2,68,0.25,1,1,417,FR,0,0.19,0.83,31,1
https://tdpls.nan.yuozyunag.gq/dashboard/home/index,51,0,5,2,1,0,0,0,0,1,4,82,0.12,1,0,73,BR,0,0.2,0.59,46,1
https://onx.amaz0n.xyz/dashboard/home/index,43,1,5,1,1,0,0,1,0,1,4,116,0.16,1,1,1192,BR,0,0.08,0.61,14,1
https://wktuw.zrrzvxq.gq/dashboard/home/index,45,0,5,1,1,0,0,0,1,0,2,12,0.39,1,1,52,BR,1,0.19,0.66,27,1
https://faceb00k.edu/verify/dashboard/home/index,48,2,6,0,1,1,0,1,0,0,2,47,0.22,0,0,92,KR,0,0.01,0.66,74,1
http://bzzuws.netnscmw.tk/dashboard/home/index,46,0,5,1,0,0,0,0,0,0,0,151,0.01,0,1,95,DE,1,0.09,0.64,37,1
https://xsnb.ipdqo.amaz0n.com/dashboard/home/index,50,1,5,2,1,0,0,1,0,0,4,16,0.16,1,0,409,RU,0,0.22,0.71,20,1
https://daahieokyn.xyz/dashboard/home/index,43,0,5,0,1,0,0,0,1,1,1,66,0.08,1,1,81,RU,0,0.08,0.51,41,1
https://pdbbr.azlhpm.esjkvemo.org/secure/dashboard/home/index,61,0,6,2,1,1,0,0,1,1,2,207,0.03,1,0,136,FR,1,0.13,0.65,33,1
https://wcejid.zoex.nqf.vrlwscr.gq/account/account/dashboard/home/index,71,0,7,3,1,1,0,0,1,0,1,27,0.01,1,0,64,CN,1,0.08,0.7,53,1
https://rzohql.xgfce.cwitda.tk/dashboard/home/index,51,0,5,2,1,0,0,0,0,1,1,327,0.11,1,1,294,DE,1,0.26,0.78,59,1
http://dxk.jthmw.rsayvlai.xyz/login/update/dashboard/home/index,63,0,7,2,0,1,0,0,1,0,3,79,0.21,1,0,250,IN,1,0.26,0.73,35,1
https://uwcnmr.dyicqa.gyj.jgqjtqppq.com/verify/verify/dashboard/home/index,74,0,7,3,1,1,0,0,0,1,0,24,0.23,1,0,67,KR,1,0.31,0.74,36,1
https://jmt.tzng.qaxrtjar.edu/dashboard/home/index,50,0,5,2,1,0,0,0,1,1,2,46,0.16,0,0,104,RU,0,0.34,0.56,27,1
https://grnbnq.dadvn.nxyvtd.zwjezczsa.ml/dashboard/home/index,61,0,5,3,1,0,0,0,0,1,1,83,0.31,0,1,84,US,1,0.27,0.65,13,1
https://learhh.rlvcn.vbaycmd.tk/dashboard/home/index,52,0,5,2,1,0,0,0,0,0,2,172,0.01,1,0,409,DE,1,0.12,0.59,5,1
https://nnsouxu.edu/update/dashboard/home/index,47,0,6,0,1,1,0,0,0,0,1,19,0.07,0,0,381,FR,0,0.33,0.71,9,1
http://umgdks.mue.djvna.g00gle.ml/login/secure/dashboard/home/index,67,2,7,3,0,1,0,1,0,0,2,1,0.02,1,1,99,CN,1,0.12,0.75,17,1
https://lar.raxcplgyo.gq/dashboard/home/index,45,0,5,1,1,0,0,0,0,0,2,276,0.14,1,0,645,KR,1,0.31,0.69,37,1
https://egk.g00gle.org/verify/update/dashboard/home/index,57,2,7,1,1,1,0,1,1,0,1,102,0.03,0,0,1,CN,1,0.13,0.56,20,1
http://bpo.znawdhfeu.gq/update/dashboard/home/index,51,0,6,1,0,1,0,0,1,0,1,166,0.13,1,0,19,CN,1,0.12,0.49,24,1
http://gizz.hiuph.ifhc.phkhv.net/secure/dashboard/home/index,60,0,6,3,0,1,0,0,1,1,1,159,0.04,0,0,6,US,0,0.1,0.47,14,1
https://kgkybfkhc.xyz/update/dashboard/home/index,49,0,6,0,1,1,0,0,1,0,1,202,0.01,1,1,98,RU,1,0.28,0.64,24,1
https://upbx.loj.pypre.faceb00k.com/account/login/dashboard/home/index,70,2,7,3,1,1,0,1,0,1,0,31,0.24,0,0,386,FR,0,0.14,0.58,24,1
https://zwgznd.com/verify/verify/dashboard/home/index,53,0,7,0,1,1,0,0,1,1,1,75,0.13,1,1,318,IN,1,0.19,0.7,38,1
https://bvswam.ahrank.mhkh.micros0ft.xyz/dashboard/home/index,61,1,5,3,1,0,0,1,1,0,0,130,0.1,1,0,33,KR,1,0.06,0.67,52,1
https://oakuo.micros0ft.gq/dashboard/home/index,47,1,5,1,1,0,0,1,1,0,0,169,0.56,1,0,302,RU,1,0.09,0.63,62,1
https://nlwk.xccb.amaz0n.xyz/verify/dashboard/home/index,56,1,6,2,1,1,0,1,1,0,4,219,0.2,1,1,221,CN,0,0.09,0.78,43,1
https://pcfwhd.gii.amaz0n.xyz/login/account/dashboard/home/index,64,1,7,2,1,1,0,1,1,1,0,89,0.04,1,1,37,RU,1,0.24,0.67,71,1
http://zbxq.rdnmtv.pcbr.uttykrrn.org/secure/login/dashboard/home/index,70,0,7,3,0,1,0,0,1,1,1,96,0.03,1,0,9,RU,0,0.21,0.73,65,1
https://pgiv.faceb00k.tk/dashboard/home/index,45,2,5,1,1,0,0,1,1,1,1,17,0.31,0,0,388,IN,1,0.31,0.42,18,1
https://dshf.eznq.micros0ft.org/dashboard/home/index,52,1,5,2,1,0,0,1,0,1,1,67,0.12,0,0,155,BR,0,0.19,0.8,13,1
https://gtfp.cymnb.hflx.micros0ft.tk/verify/verify/dashboard/home/index,71,1,7,3,1,1,0,1,0,1,0,18,0.22,0,0,133,KR,1,0.08,0.64,10,1
https://faceb00k.edu/dashboard/home/index,41,2,5,0,1,0,0,1,1,0,2,135,0.17,0,1,208,US,1,0.31,0.65,14,1
https://g00gle.net/dashboard/home/index,39,2,5,0,1,0,0,1,0,0,2,142,0.11,0,1,90,CN,0,0.26,0.77,36,1
http://ctjplyyf.org/account/verify/dashboard/home/index,55,0,7,0,0,1,0,0,1,1,0,65,0.02,0,1,195,IN,0,0.09,0.77,14,1
https://hqjn.dwwt.qaeeabc.tk/login/dashboard/home/index,55,0,6,2,1,1,0,0,1,0,1,48,0.46,0,0,71,DE,0,0.21,0.73,-5,1
https://amaz0n.gq/verify/login/dashboard/home/index,51,1,7,0,1,1,0,1,1,1,2,145,0.1,0,1,0,FR,1,0.24,0.72,35,1
http://rqpkf.jbk.umhmam.org/login/dashboard/home/index,54,0,6,2,0,1,0,0,1,0,0,108,0.0,1,0,600,RU,1,0.15,0.73,45,1
https://ahku.qnxrb.bvgwhqz.net/update/verify/dashboard/home/index,65,0,7,2,1,1,0,0,1,1,0,35,0.16,0,0,103,DE,1,0.19,0.9,47,1
http://zccxgnqcdt.org/secure/dashboard/home/index,49,0,6,0,0,1,0,0,1,1,0,22,0.44,0,0,491,IN,1,0.26,0.59,19,1
https://otkzf.ml/dashboard/home/index,37,0,5,0,1,0,0,0,0,1,2,28,0.36,1,0,106,KR,0,0.31,0.67,24,1
https://isbrzg.cnzwddbmi.ml/login/verify/dashboard/home/index,61,0,7,1,1,1,0,0,1,0,1,284,0.02,1,0,14,CN,1,0.17,0.85,35,1
http://rlw.enju.pmogwn.jdbmvzbjkg.tk/dashboard/home/index,57,0,5,3,0,0,0,0,0,1,2,8,0.24,1,0,308,CN,1,0.05,0.84,43,1
https://cztyq.jmntq.net/account/secure/dashboard/home/index,59,0,7,1,1,1,0,0,0,1,2,80,0.06,0,0,157,CN,1,0.1,0.86,75,1
https://omenoj.xrsdphdj.tk/account/dashboard/home/index,55,0,6,1,1,1,0,0,1,0,0,52,0.32,0,1,357,DE,0,0.01,0.63,35,1
http://wzz.gzppi.ml/dashboard/home/index,40,0,5,1,0,0,0,0,1,0,4,58,0.15,0,1,19,DE,1,0.19,0.9,42,1
https://faceb00k.xyz/login/verify/dashboard/home/index,54,2,7,0,1,1,0,1,1,1,0,57,0.01,0,0,85,KR,0,0.23,0.75,50,1
https://curuxf.grjxzh.rwcxljth.xyz/dashboard/home/index,55,0,5,2,1,0,0,0,1,1,3,103,0.29,1,0,146,FR,1,0.32,0.75,42,1
http://vncs.ozpvh.xgk.appl3.com/verify/account/dashboard/home/index,67,1,7,3,0,1,0,1,1,0,0,25,0.0,1,0,550,KR,1,0.0,0.85,46,1
https://vtcbnx.xyz/secure/dashboard/home/index,46,0,6,0,1,1,0,0,0,0,2,578,0.0,1,0,274,FR,1,0.14,0.74,28,1
https://muimheiq.xyz/dashboard/home/index,41,0,5,0,1,0,0,0,1,1,2,31,0.1,0,0,12,CN,1,0.36,0.77,51,1
https://tpp.edkqk.jiaqu.micros0ft.xyz/secure/account/dashboard/home/index,73,1,7,3,1,1,0,1,0,0,2,111,0.34,0,1,96,US,1,0.32,0.57,45,1
https://qidmkgrgo.ml/secure/update/dashboard/home/index,55,0,7,0,1,1,0,0,1,0,1,3,0.17,1,0,33,KR,0,0.06,0.7,16,1
https://qltofz.mio.ckxdhio.com/dashboard/home/index,51,0,5,2,1,0,0,0,1,0,1,38,0.22,0,0,551,BR,0,0.15,0.69,-6,1
https://lpcq.rxqilar.tk/account/account/dashboard/home/index,60,0,7,1,1,1,0,0,1,0,2,75,0.44,0,1,166,DE,1,0.02,0.78,41,1
http://appl3.xyz/account/account/dashboard/home/index,53,1,7,0,0,1,0,1,0,0,4,91,0.15,1,1,31,IN,1,0.18,0.89,49,1
https://asjv.qhhoa.amaz0n.gq/secure/secure/dashboard/home/index,63,1,7,2,1,1,0,1,1,0,1,5,0.05,1,1,181,DE,0,0.1,0.6,39,1
http://oqih.uqseagsmm.org/update/update/dashboard/home/index,60,0,7,1,0,1,0,0,1,1,2,59,0.08,0,0,96,BR,0,0.15,0.59,-19,1
http://heoeg.adans.amaz0n.edu/update/dashboard/home/index,57,1,6,2,0,1,0,1,1,0,1,9,0.3,0,0,54,CN,1,0.16,0.71,12,1
http://hpe.ejzyjwmob.org/verify/update/dashboard/home/index,59,0,7,1,0,1,0,0,1,0,0,305,0.06,1,1,248,KR,1,0.26,0.65,43,1
http://xuocq.mnlxw.faceb00k.net/secure/verify/dashboard/home/index,66,2,7,2,0,1,0,1,1,1,1,22,0.2,1,1,575,BR,1,0.11,0.75,29,1
https://micros0ft.edu/login/account/dashboard/home/index,56,1,7,0,1,1,0,1,1,1,1,64,0.08,1,1,133,KR,1,0.06,0.7,42,1
http://uowsz.ltar.faceb00k.net/dashboard/home/index,51,2,5,2,0,0,0,1,1,1,1,37,0.28,0,1,16,DE,0,0.16,0.59,61,1
http://mze.aodnmz.mdo.micros0ft.tk/login/dashboard/home/index,61,1,6,3,0,1,0,1,1,1,2,114,0.14,0,0,199,BR,0,0.32,0.62,-15,1
https://hinjow.hglfdawhs.xyz/dashboard/home/index,49,0,5,1,1,0,0,0,1,1,2,40,0.01,0,1,89,IN,0,0.09,0.79,18,1
https://jfvvj.wbvahv.xyz/login/update/dashboard/home/index,58,0,7,1,1,1,0,0,1,0,3,22,0.3,1,0,17,CN,1,0.22,0.79,14,1
https://bbf.fpu.efrs.jgnod.ml/verify/update/dashboard/home/index,64,0,7,3,1,1,0,0,1,1,2,198,0.02,0,0,327,CN,1,0.22,0.75,2,1
https://awlnlyykhr.xyz/secure/dashboard/home/index,50,0,6,0,1,1,0,0,1,0,2,101,0.13,0,0,17,IN,0,0.07,0.64,18,1
http://jdz.rjd.hnpxks.micros0ft.org/verify/dashboard/home/index,63,1,6,3,0,1,0,1,1,1,0,20,0.12,1,0,9,BR,1,0.32,0.76,35,1
https://amaz0n.ml/verify/account/dashboard/home/index,53,1,7,0,1,1,0,1,1,1,1,34,0.0,0,0,1,KR,0,0.35,0.76,45,1
https://aoqsyh.xrlyjgehdd.xyz/login/verify/dashboard/home/index,63,0,7,1,1,1,0,0,1,0,0,38,0.27,0,0,273,IN,0,0.2,0.67,23,1
https://eny.anpkcb.edu/update/dashboard/home/index,50,0,6,1,1,1,0,0,0,0,3,75,0.13,0,1,81,DE,0,0.4,0.65,9,1
https://owvjw.edu/secure/login/dashboard/home/index,51,0,7,0,1,1,0,0,1,0,2,26,0.0,1,1,238,DE,1,0.38,0.84,31,1
http://arpxk.edu/secure/dashboard/home/index,44,0,6,0,0,1,0,0,1,1,1,68,0.25,0,0,59,CN,0,0.18,0.81,52,1
http://isqfp.vnwg.acdjxvgq.tk/dashboard/home/index,50,0,5,2,0,0,0,0,0,1,3,112,0.12,1,0,123,BR,0,0.16,0.79,11,1
https://paheolu.edu/login/dashboard/home/index,46,0,6,0,1,1,0,0,0,0,2,41,0.23,0,1,164,KR,0,0.22,0.79,31,1
http://micros0ft.gq/secure/update/dashboard/home/index,54,1,7,0,0,1,0,1,1,1,5,217,0.3,1,1,116,KR,1,0.07,0.62,53,1
http://hpmnt.npy.ecjhxcke.org/login/dashboard/home/index,56,0,6,2,0,1,0,0,1,0,3,9,0.21,1,1,367,IN,0,0.25,0.69,43,1
https://wsjskt.codrx.ml/dashboard/home/index,44,0,5,1,1,0,0,0,1,1,0,26,0.05,1,1,23,KR,0,0.04,0.73,47,1
https://dev.mno.ixem.faceb00k.org/account/secure/dashboard/home/index,69,2,7,3,1,1,0,1,1,0,4,24,0.26,0,0,5,DE,0,0.2,0.66,67,1
https://sdgn.amaz0n.com/update/secure/dashboard/home/index,58,1,7,1,1,1,0,1,1,1,3,364,0.02,1,1,280,DE,0,0.39,0.65,41,1
https://uyle.cnppg.micros0ft.net/login/dashboard/home/index,59,1,6,2,1,1,0,1,0,0,0,22,0.17,1,0,186,US,1,0.27,0.7,34,1
https://zgndfv.apm.ndxv.appl3.xyz/secure/dashboard/home/index,61,1,6,3,1,1,0,1,0,0,4,48,0.19,1,0,94,RU,0,0.24,0.57,47,1
https://yiu.g00gle.org/dashboard/home/index,43,2,5,1,1,0,0,1,1,0,2,185,0.19,1,0,182,IN,1,0.24,0.88,55,1
https://myf.raj.gipoy.wgsneprzk.tk/update/dashboard/home/index,62,0,6,3,1,1,0,0,1,0,0,29,0.06,0,1,46,IN,0,0.21,0.81,23,1
https://zxrra.ml/account/dashboard/home/index,45,0,6,0,1,1,0,0,1,0,1,27,0.03,1,0,277,IN,0,0.15,0.55,40,1
https://jenpmzzwpv.xyz/login/dashboard/home/index,49,0,6,0,1,1,0,0,1,1,1,136,0.3,1,0,304,DE,1,0.11,0.61,39,1
https://wark.pbfqlv.otok.jtptm.net/login/dashboard/home/index,61,0,6,3,1,1,0,0,1,1,1,11,0.1,1,1,114,CN,0,0.28,0.61,-4,1
https://mtires.vhr.micros0ft.tk/account/login/dashboard/home/index,66,1,7,2,1,1,0,1,1,1,2,229,0.01,0,0,13,BR,0,0.35,0.78,15,1
http://hwzqfk.ml/secure/login/dashboard/home/index,50,0,7,0,0,1,0,0,0,1,2,5,0.21,1,0,119,KR,1,0.19,0.66,33,1
https://nvnaa.tk/update/dashboard/home/index,44,0,6,0,1,1,0,0,1,0,2,128,0.19,0,0,195,CN,1,0.03,0.84,12,1
https://mkhqpbjg.ml/dashboard/home/index,40,0,5,0,1,0,0,0,0,0,3,48,0.09,1,0,50,FR,1,0.16,0.73,50,1
http://ghzl.hqrrqx.fjg.g00gle.edu/account/login/dashboard/home/index,68,2,7,3,0,1,0,1,0,1,1,43,0.19,0,0,226,FR,1,0.11,0.87,78,1
https://xdvp.pzq.xgzfgp.aavjsipu.gq/login/dashboard/home/index,62,0,6,3,1,1,0,0,1,1,0,283,0.44,1,1,36,IN,0,0.23,0.55,31,1
https://sqbdnmnbzc.edu/update/dashboard/home/index,50,0,6,0,1,1,0,0,1,0,2,122,0.05,0,1,2,RU,1,0.31,0.61,26,1
https://qdlr.lizv.jtedlha.edu/update/update/dashboard/home/index,64,0,7,2,1,1,0,0,0,1,1,400,0.43,0,0,13,IN,0,0.14,0.74,40,1
https://appl3.org/secure/update/dashboard/home/index,52,1,7,0,1,1,0,1,1,0,1,0,0.26,1,1,266,RU,0,0.15,0.59,22,1
http://owkeig.com/dashboard/home/index,38,0,5,0,0,0,0,0,1,1,2,130,0.48,1,1,43,FR,1,0.2,0.72,27,1
https://goxf.xav.oidg.dnyylt.edu/dashboard/home/index,53,0,5,3,1,0,0,0,1,1,2,59,0.38,1,0,359,BR,0,0.22,0.89,34,1
https://qzp.mppa.xbzev.kupnt.com/dashboard/home/index,53,0,5,3,1,0,0,0,0,0,1,339,0.12,0,0,275,CN,1,0.25,0.75,48,1
http://oexh.lbtj.micros0ft.edu/account/dashboard/home/index,59,1,6,2,0,1,0,1,1,0,0,24,0.26,0,1,504,BR,1,0.14,0.64,40,1
https://uiqydznt.ml/account/dashboard/home/index,48,0,6,0,1,1,0,0,1,0,0,55,0.12,0,1,4,IN,1,0.02,0.77,83,1
http://hfwgjxk.org/account/account/dashboard/home/index,55,0,7,0,0,1,0,0,1,0,3,0,0.16,1,0,70,BR,0,0.4,0.74,11,1
https://dzjkm.g00gle.com/account/secure/dashboard/home/index,60,2,7,1,1,1,0,1,0,0,1,60,0.14,0,0,226,IN,1,0.21,0.57,23,1
https://sfuvisaz.ml/login/account/dashboard/home/index,54,0,7,0,1,1,0,0,1,1,0,100,0.1,0,0,200,DE,1,0.07,0.79,37,1
https://brf.vmsmq.gq/dashboard/home/index,41,0,5,1,1,0,0,0,0,1,0,91,0.01,0,1,89,CN,0,0.33,0.67,35,1
https://xcn.lhbc.uxfyv.edu/login/dashboard/home/index,53,0,6,2,1,1,0,0,1,1,2,116,0.34,1,0,251,DE,1,0.13,0.68,21,1
https://appl3.xyz/account/dashboard/home/index,46,1,6,0,1,1,0,1,1,0,2,234,0.48,0,0,12,US,1,0.31,0.51,50,1
http://evzy.kiegge.vac.sfbjnm.com/verify/dashboard/home/index,61,0,6,3,0,1,0,0,0,0,2,125,0.1,0,0,291,US,0,0.08,0.65,4,1
https://fjhj.lqggecyxfj.xyz/account/update/dashboard/home/index,63,0,7,1,1,1,0,0,1,1,1,26,0.16,0,0,178,RU,1,0.35,0.72,13,1
https://dskhvn.lse.tgtoimxs.tk/dashboard/home/index,51,0,5,2,1,0,0,0,0,1,2,91,0.06,1,1,2,BR,0,0.04,0.67,20,1
https://zrftifpw.com/account/dashboard/home/index,49,0,6,0,1,1,0,0,1,0,3,172,0.06,1,1,111,CN,1,0.15,0.56,21,1
https://vou.hmzqz.rekyff.appl3.ml/account/update/dashboard/home/index,69,1,7,3,1,1,0,1,0,0,1,258,0.16,0,1,409,CN,1,0.33,0.75,38,1
https://ubsbj.bokeeziow.tk/dashboard/home/index,47,0,5,1,1,0,0,0,1,0,0,232,0.15,1,0,169,DE,1,0.28,0.73,18,1
https://cplr.cjeq.exrta.g00gle.ml/dashboard/home/index,54,2,5,3,1,0,0,1,1,0,1,348,0.31,0,1,191,FR,0,0.22,0.73,40,1
https://appl3.xyz/verify/dashboard/home/index,45,1,6,0,1,1,0,1,1,1,3,56,0.11,1,0,176,FR,1,0.06,0.51,32,1
http://yybnicwtna.gq/verify/dashboard/home/index,48,0,6,0,0,1,0,0,1,0,2,12,0.02,1,0,157,US,1,0.26,0.84,26,1
http://tctidz.edu/dashboard/home/index,38,0,5,0,0,0,0,0,1,1,0,43,0.18,1,0,39,FR,1,0.06,0.81,17,1
https://mnbjhxiztk.org/login/dashboard/home/index,49,0,6,0,1,1,0,0,0,1,0,38,0.01,0,0,307,US,1,0.31,0.63,21,1
https://fzva.ruezn.favj.ixrxg.gq/update/secure/dashboard/home/index,67,0,7,3,1,1,0,0,0,0,0,312,0.34,0,1,153,BR,0,0.19,0.62,75,1
https://hrycp.mbd.micros0ft.net/dashboard/home/index,52,1,5,2,1,0,0,1,1,1,1,113,0.06,0,1,141,FR,0,0.2,0.83,10,1
https://ewi.g00gle.xyz/dashboard/home/index,43,2,5,1,1,0,0,1,1,1,0,99,0.02,1,1,405,RU,1,0.17,0.97,65,1
https://amaz0n.edu/dashboard/home/index,39,1,5,0,1,0,0,1,1,0,2,23,0.05,0,0,494,IN,1,0.18,0.73,0,1
http://waffj.ohbauj.kgxsple.ml/account/dashboard/home/index,59,0,6,2,0,1,0,0,1,0,2,12,0.21,0,0,11,IN,0,0.08,0.71,43,1
http://iuzjcgogzv.com/verify/login/dashboard/home/index,55,0,7,0,0,1,0,0,1,1,1,95,0.41,0,1,204,IN,0,0.15,0.76,7,1
https://g00gle.com/update/dashboard/home/index,46,2,6,0,1,1,0,1,1,1,2,76,0.17,1,1,244,DE,0,0.09,0.69,7,1
https://zpjjan.cfgk.fxhpz.cpvxtqtkjv.edu/account/login/dashboard/home/index,75,0,7,3,1,1,0,0,0,1,3,39,0.3,0,0,73,RU,0,0.19,0.58,61,0
https://phdj.vat.xcdmsf.nqzxbekqj.xyz/update/secure/dashboard/home/index,72,0,7,3,1,1,0,0,1,0,3,55,0.03,0,1,223,FR,0,0.13,0.62,25,1
http://cuohlk.vhguvdh.org/dashboard/home/index,46,0,5,1,0,0,0,0,1,1,3,14,0.12,1,0,587,BR,0,0.21,0.61,70,1
https://bgfv.hbgwqq.memlp.org/update/secure/dashboard/home/index,64,0,7,2,1,1,0,0,1,1,4,159,0.2,1,1,273,KR,0,0.2,0.79,44,1
https://appl3.gq/dashboard/home/index,37,1,5,0,1,0,0,1,0,1,2,52,0.17,0,1,173,IN,0,0.23,0.77,48,1
http://ngprowrqwj.net/secure/login/dashboard/home/index,55,0,7,0,0,1,0,0,1,0,4,244,0.31,1,0,71,CN,0,0.33,0.71,-3,1
https://huaqy.nlaums.ubv.jhxprhvklw.edu/login/account/dashboard/home/index,74,0,7,3,1,1,0,0,1,0,1,230,0.45,0,0,385,RU,0,0.31,0.81,2,1
https://zgr.rfndpn.rtyp.gedmt.com/account/dashboard/home/index,62,0,6,3,1,1,0,0,0,0,2,18,0.04,0,1,41,BR,1,0.21,0.73,17,1
http://rkk.faceb00k.tk/dashboard/home/index,43,2,5,1,0,0,0,1,1,0,1,101,0.13,0,0,46,BR,1,0.21,0.75,28,1
http://amaz0n.xyz/secure/dashboard/home/index,45,1,6,0,0,1,0,1,0,0,1,34,0.02,0,1,177,FR,1,0.22,0.56,65,1
https://ddicrc.kdxa.faceb00k.org/dashboard/home/index,53,2,5,2,1,0,0,1,0,1,1,42,0.13,0,1,43,KR,1,0.29,0.78,4,1
https://faceb00k.xyz/verify/dashboard/home/index,48,2,6,0,1,1,0,1,1,0,2,216,0.02,0,1,493,KR,1,0.31,0.61,51,1
https://tsql.oqhrhubxd.ml/dashboard/home/index,46,0,5,1,1,0,0,0,1,1,1,2,0.32,1,0,334,US,0,0.16,0.87,38,1
https://hmbp.kpgkop.ptxmfp.gq/verify/login/dashboard/home/index,63,0,7,2,1,1,0,0,0,1,2,209,0.04,0,1,248,BR,1,0.0,0.65,22,1
https://pco.phvg.jhuwq.gq/dashboard/home/index,46,0,5,2,1,0,0,0,0,0,1,69,0.15,1,1,54,DE,1,0.39,0.84,61,1
https://jiewp.net/verify/dashboard/home/index,45,0,6,0,1,1,0,0,1,1,1,40,0.14,0,0,107,IN,0,0.15,0.6,25,1
https://yyaolgvnz.edu/update/secure/dashboard/home/index,56,0,7,0,1,1,0,0,1,0,0,93,0.1,1,1,287,RU,1,0.26,0.68,38,1
http://vgbhus.kny.eppr.luemza.ml/login/verify/dashboard/home/index,66,0,7,3,0,1,0,0,1,0,1,25,0.02,0,1,146,RU,0,0.04,0.65,30,1
https://micros0ft.tk/account/secure/dashboard/home/index,56,1,7,0,1,1,0,1,0,0,1,213,0.15,0,0,65,RU,1,0.07,0.64,23,1
http://czi.arzxf.appl3.tk/account/dashboard/home/index,54,1,6,2,0,1,0,1,1,0,1,130,0.46,1,0,303,US,1,0.21,0.81,32,1
https://zopkwb.mebrtd.rjmjqq.micros0ft.net/secure/dashboard/home/index,70,1,6,3,1,1,0,1,1,0,1,89,0.0,1,0,93,CN,0,0.14,0.83,46,1
http://jbenib.dqjnsfg.org/update/verify/dashboard/home/index,60,0,7,1,0,1,0,0,1,0,2,104,0.14,1,0,103,KR,1,0.19,0.67,24,1
https://sbrs.appl3.gq/verify/verify/dashboard/home/index,56,1,7,1,1,1,0,1,0,1,0,72,0.5,0,1,79,RU,1,0.08,0.68,45,1
http://yuil.zecpni.xcem.aojznc.org/secure/dashboard/home/index,62,0,6,3,0,1,0,0,0,0,2,74,0.05,1,1,2,CN,1,0.32,0.64,41,1
https://kcg.wnlye.gq/verify/login/dashboard/home/index,54,0,7,1,1,1,0,0,1,0,1,143,0.01,0,0,118,DE,0,0.11,0.86,68,1
https://wyuun.ikyyub.xyz/secure/login/dashboard/home/index,58,0,7,1,1,1,0,0,0,1,0,47,0.04,1,0,83,CN,0,0.32,0.71,38,1
https://gqqyq.bkg.ulw.g00gle.ml/login/update/dashboard/home/index,65,2,7,3,1,1,0,1,0,1,0,69,0.33,0,0,218,DE,0,0.11,0.66,27,1
https://sez.frt.fse.umdnvnx.gq/dashboard/home/index,51,0,5,3,1,0,0,0,1,1,2,149,0.05,0,1,77,DE,1,0.17,0.66,61,1
https://kcrv.tksvsh.amaz0n.net/login/dashboard/home/index,57,1,6,2,1,1,0,1,1,1,0,8,0.16,1,0,77,FR,0,0.18,0.61,22,1
https://uvsjfj.dvjjjd.micros0ft.com/dashboard/home/index,56,1,5,2,1,0,0,1,1,0,3,30,0.03,0,1,190,BR,1,0.03,0.63,51,1
https://llhtv.rbgup.eqrfkeljy.gq/secure/login/dashboard/home/index,66,0,7,2,1,1,0,0,0,0,0,26,0.14,0,0,804,FR,1,0.29,0.83,10,1
https://cxvst.wiabdo.com/dashboard/home/index,45,0,5,1,1,0,0,0,1,0,1,225,0.07,1,1,109,RU,1,0.33,0.69,18,1
https://plnmz.tdjgo.exc.faceb00k.gq/dashboard/home/index,56,2,5,3,1,0,0,1,1,0,0,104,0.2,0,0,248,US,0,0.26,0.72,29,1
http://hqsal.yfw.euuc.gguss.com/login/dashboard/home/index,58,0,6,3,0,1,0,0,0,1,2,184,0.18,1,1,453,BR,1,0.18,0.77,28,1
